review,rating
"t wait, just returned week ritz carlton san juan puerto rico say fabulous trips gone on.we went school break, husband 15 year old daughter 10 year old son.. arrived confusion room, let tell upset managers carlos came genuinely concerned wanted make happy, eventually problem rectified say handled incredibly professionally feel like actually cared.next stayed club level, n't think begin incredible cub level, staff club level just make happy, pleasure funny thing really felt like meant, rita venus rey robert brandon manager gone length guests club level, seriously felt like royalty did people met staying club level, just unbelievably incredible say vacation enjoyable.when booked noticed people commenting asking club level curious elaborate little bit club level, 4 food presentations day, breakfast lunch hors d'oueveres deserts dinner drinks, food delicious presented beautifully staff nice room nice outdoor balcony overlooking pool beach stay meal wanted to.we dinner reservations left new york changed got, ca n't tell helpful club lounge staff, time changed mind changed reservation, unbelievable, single request response pleasure, ca n't begin say wonderful, beach absolutely beautiful, issue getting chair wanted beach, pool little bit harder just harder chair wanted didnt come early morning problem getting chairs pool fact day really wanted row pool pool person actually moved chirs closer eachother make room 3 chairs row pool, problem getting pool beach, waiters waitresses coming, isue, pool kids snow cones no charge cold bottles water pool beach weere free, come beach pool cold washcloths thought nice.the rooms beautiful, resort beautiful immaculately maintained, water sports beach great totally accessible free, fabulous vacation fabulous beautiful resort staff really set ritz carlton apart resorts, make sure look carlos desk brandon rita rey venus robert brandon just ca n't remember names club room.we ca n't wait return,  ",5
"great hotel husband 16 month old son travel puerto rico family emergency, ended booking friday night saturday night ritz carlton, good grounds beautiful staff great, greeted friendly infant son, food exceptional service usual ritz great, believe beach private unusual puerto rico, hotel chains share beach general public, room standard entry level room partial view ocean, room somewhat small n't fit crib comfortably son slept bed nights, bed california king plenty room n't big deal, overall feel average, bad really n't bad did n't feel like ritz catered families, no kiddie pool pool 3 feet deep, unless inflatable toy kids holding entire time, n't think pool heated, know 90 degrees felt cold got, son did not enjoy spend morning pool husband visited family, paid 600 night price liked heated pool, no playgrounds kids play area let wild, saving grace mares casual restaurant, turns lend hotel guest dvd player disney movies kids entertained adults eat, time remember having hot meal ages, overall good stay, check ritz check el san juan booked really appreciate ritz, write review el san juan case interested,  ",4
"loved hotel wife just got week vacation puerto rico stayed ritz carlton, hotel fantastic, staff friendly helpful grounds immaculate, number wonderful restaurants hotel great gym offers number exercise classes wife enjoyed, staying dined il molino italian offering fantastic, casino premises enjoy sort thing, did hear number guests complain slots did not pay, number little restaurants walking distance hotel nice break 50 breakfasts hotel,  ",5
"exceeded expectations, having stayed ritz st thomas twice looking forward visit san juan, step opinion, staff ritz wonderful, stayed club level room thoroughly enjoyed, room size average price point it__Ç_é_ tastefully decorated appointed, food good staff repeatedly extended, hotel beautifully maintained staffed, dinner newly opened blt restaurant, good better steak houses chicago price, packed appeared new place town visit, husband thought hotel property little narrow, it__Ç_é_ not large beach resorts caribbean imagine property prime, really enjoyed stay look forward returning, visit el yunque national park it__Ç_é_ beautiful worth effort,  ",5
"wonderful stay clean beach stayed july 26 31st best hotel stayed puerto rico right conquistador, make choose hotel el conquistador location beach, pool magnificent, beach super clean little seasonal seaweed spots, issue room overlooked pool ocean beds not clean, brought attention staff quickly took care, bathroom not big modern clean large mirrors marble countertops, enjoyed high speed internet room brought laptop, flat screen plus, hotel quiet rooms pretty sound proof, great kind vacationer want party need walk nearby lounges night spots,  ",4
"not 5 star hotel, meaning write review got san juan near end, did n't jewel hotel negative reviews read site quite helpful past wonderful reviews thankfully used finally make booking, having spent nothing glorious week assume reviews read written local competition act desperation spoiled people n't know enjoy, ca n't think moment employee venue n't world class, restaurants room casino pool spa terrific, staff desk room service nothing short fantastic, not wife n't travelled lot, hotel world class way arrival departure, n't reccomend highly, okay not cheap boy worth money, ps spend little stay club floor, wo n't regret moment, counting days return.michaelnyc,  ",5
"ca n't wrong ritz, stayed ritz june 23rd-28th 2006. n't listen reviews telling not stay ritz, excellent hotel top-notch service especially comparison hotels san juan offer, arrived san juan checked el san juan hotel ritz 3 music blaring pool deck keeping husband awake called ritz booked rest vacation, got hotel 10:30am treated like royalty minute stepped taxi, took baggage insisted eat delicious breakfast room arrived, puerto rico cultural experience know expect, not hawaii not, stayed nicer ritz paid lot, wo n't better hotel puerto rico wonderful resort, food great restaurants especially prime 787. return san juan staying hands no contest,  ",5
"best san juan just returned home day stay ritz-carlton far grand hotel luxurious, just note check 4pm arrived early lady checked did say cell room ready, extremely busy suggest checking desk opposed waiting, staying people request ocean view no balcony 5th floor lower view blocked palm trees looking stay pool views rooms just good believe cheaper..the dining expensive world love seafood try buffet worth money places walking distance eat, pool nice clean early seat, 5 star hotel comes atmosphere,  ",4
"ritz carlton rated girlfriend went ritz nights new years holiday, ive stayed ritz-carltons times business trips atlanta times new orleans travel work time, best pool beautiful, gym spa nice, beachside restaurant delicious bar nice, far amenities hotel typical rc, beuatiful organized service opinion just 6+ bills/night room near airport view ugly hotel door.the worst main problem hotel constant nickel diming crime situation puerto rico, felt like time turned sign, night took cab old san juan check clubs listen music feel local flavor raves, shady, live freaking jackson ms work new orleans street violence capital, felt uneasy, cab ride ritz, taxi rode bullet hole windshield no joke nuts.the new year party ritz pathetic, not fun, paying price entrance party glass champagne bolted hilton waaaaaaay better party including people actually smiling plenty free drinks music did n't sound like broken harry bellafonte record.the absolute worst second day girlfriends diamond stud earrings bottles cologne stolen room, earrings bottles cologne gifts exchanged arrival, filed police report report hotel security, earrings 4000 supposed replaced rc insurance company receipts, months n't able talk, just blow say investigation, line pr hell hole crime, price rc san juan caneel bay nevis, im pissed earring/eau toilet heist stay le pavillon new orleans great experiences rc,  ",2
"try platos restaurant platos restaurant bar, walking distance hotel, great puertorican experience,  ",5
"relaxing experience boyfriend went san juan ring new year, stayed ritz isla verde, good time overall, service excellent stay, dec. 30 january 3. knew staff time left knew, lot families small children surprised, did n't problem actually enjoyed watching little ones enjoy pool, isla verde not resort area, 3rd floor room really no view 800/night, room standard clean, did n't expect spend substantial time room, just wanted stay nice hotel amenities, unlike premium hotels strip ritz overall quiet frequented guests hotel, intercontinental el san juan going taste attractions hotels, ritz provided service possibly imagine, allowed guests retreat hotel duration stay liked, casino nothing write home gambler guess ok. not gambler, spa services ridiculously overpriced, unsure prices quoted holiday prices everyday prices, just believe manicure pedicure 160 absolutely ridiculous, extremely pricy holidays definitely enjoyed ritz, went think stay old san juan touristy feels like island rich history tradition able cheaper enjoyable experience,  ",5
"ritz experience hiccups time staying ritz-carlton dined gawked, headed 48-hour rr break decided little splurge using fine hotels resort rate offered american express platinum card holders.if plat card means avail service, 282 rate got upgraded room overlooking pool ocean characterized understated elegance ritz-carlton known for.the ample room came large plasma tv installed week told peek rooms revealed standard tvs pool area lounge chairs smallish beach offers hammocks help overlook fact airport runway just strand trees.the staff unfailingly courteous helpful fault feeling serenity pervaded stay longer.the problem disappearing restaurant reservations, online, checked confirm arrival, no record concierge confirmed new reservations, went caribbean grill no record, no worries n't crowded, food decent worth dinner not leaving hotel grounds like, breakfast included rate served, wife egg platter day came cold, cook eggs simply stuck plate broiler, not right way things.we confirmed time signature restaurant prime 787 delicious albeit pricey meal no n.y. steakhouse cost, downer tried push bottle wine recent vintage ordered, sent right year magically appeared next.despite highly recommend stay, hustle bustle resort hotels feel like rail terminal rush hour noticeably absent, pay price feel special short time account ritz-carlton uniformly delivers,  ",4
"world trains people, stayed ritz carlton nights based mainly strength tripadvisor reviews, say trains staff facility, single person doorwoman desk clerk concierge waitstaff housekeeper towel attendant spa operator men suits probably security single person friendly courteous patient solicitous satisfaction on.following foray day old san juan overrun traffic crowds cruise passengers scurrying search t-shirts wife decided think hotel self-contained remote resort superb beach delightful pool spa great restaurants inviting rooms, words left hotel reluctantly check return real life impersonal no-eye-contact vendors san juan philadelphia airports, alas,  ",5
"great staff stay club level, stayed hotel nights weekend july 4th, group 4 adults 1 child rooms club level, club level 9th floor hotel aside private access floor need use yor room key elevator club lounge provide different food displays day drinks day long nice ritz champagne bottles ice wine sodas water hard liquors, best teh kids club level basically room setup childeren play eat watch movies color mingle kids, child friendly snacks drinks set just like adults lounge, daughter loved did not want leave, staff absolutely spectacular, particularly lisa vanessa kids, kudos gianna club manager fantastic job ritz kids club level, gianna thanks making stay memorable, rooms comfy beds feather pillows comfortors frette linens bulgari bath products lots clean towels.casino average good music nights, restaurants caribbean grill-good food especially churrascoservice-top notch definitely nothing negative mentionpool service-fairly good plenty towels chairs probabaly use floating mats good note problem exarcebated non hotel guests pool.overall great experience relaxing stress free, stay prices steep,  ",5
"stated just spent 5 days ritz san juan, nice staff hotel not premier property, felt room needed face lift, wall paper bathrooms old need change, rooms small, hotel expensive, not recommend san juan looking great beach, yes hear planes day beach, not horrible problem hear, not stay, really expecting luxury charged,  ",3
"best place relax let start saying critical person nothing criticize ritz, beach fabulous great live music pool lobby lounge casino lot fun, tic-tac-toe game live chicken better use chickens cockfighting arena near hotel beat chicken, nobody staff guests snooty, native puerto ricans casino extremely friendly especially played free bingo game numbers called spanish incomprehensible english, barely desire leave hotel food did venture old san juan rainforest nice outings hotel better, want relax not bothered handed silver platter place,  ",5
"nice urban resort just returned four-day stay hotel, previous reviews san juan hotels left puzzled thought try provide straight scoop, fine urban resort hotel pleasant beach attached bonus, no question finest hotel san juan staff trained generally eager provide lovely experience, added bonus hotel pleasant five-minute walk el san juan fabulous nightlife elegant lobby, not caribbean resort dreams basically urban, need want stay san juan did dispute finest choice make, closest competitors san juan marriott water club pale imitations ritz near nice, puerto rico does offer high-end beach resorts distance away typically 1-2 hours drive outside san juan, looking typical luxury caribbean resort happier choices horned dorset wyndham farjado etc., decided stay san juan howver ritz absolutely best choice, btw san juan dinner pikayo rated good reason 100 restaurants world 2003,  ",4
"luxurious fabulous escape close new york ritz san juan fabulous hotel great swimming pool steps white sandy beach, staff notch professional expected tends desire, stayed ritz times return march, typical new yorker type perfectionist fault, fault ca n't stay longer, not understand reviews guests stayed wrong hotel,  ",5
"great place svc just got 4 nights, great place svc, reviews wrong just bad days prof complainers, ritz 4 seasons nothing wrong hotel, issues 1 50 hotel/50 resort, good business travelers, 2 room size/400 sq ft. small, rooms no,  ",5
"enchanted quality room wonderful hotel great service polite greetings greeters doors maids room, exquisite bed linens feather pads feel like sleeping cloud, best sleep gotten travels europe mex usa caribbean, not whisper heard nearby airport quality construction insulation bldg, walking distance dennis restaurant desire breakfast, definitely return vacation,  ",5
"not satisfied price dissapointed, stay 2 years ago time treated times like expects star hotel, time n't levels service courtesy experience, hotel not kids friendly rooms small restaurants meals way overpriced quality portions, believe understaffed room cleaned late day particular night nobody main entrance greet open door no receive rental car, time,  ",2
"n't stay ritz carlton san juan hotel near airport really better business pleasure, rooms halls need refurbished service poor breakfast pool restaurant beach, desk personell gave poor service arrival, appears management not taught customer service exhibit ritz carltons stayed st thomas usa,  ",1
"ritz carlton just so-so ritz carlton does not live chain reputation, room small furniture rearranged night make room cot granddaughter traveling, cot place 35 night extra not walk balcony 150 night extra tripping furniture, lighting bathroom horrible food just ok lunch long wait outdoor restaurant n't ritz experience expected, stayed better hotels lot money,  ",2
"beautiful hotels stayed rooms cruise serenade seas thanksgiving view beautiful old san juan ocean, rooms small comfortable felt staying beautiful museum, room inside glass door sounds hallway inside courtyard, ate breakfast courtyard really enjoyed stay, arranged walking tour old san juan amazing meet lobby went personal pleasant day boarding ship.for extra treat friends honeymoon went dragon fly restaurant heard great reviews easy walk hotel,  ",5
"place stay old san juan, great hotel set old convent suggests, located centre old san juan just opposite beautiful san juan cathedral.with 3 restaurants bars complex quite self contained cana deserves special mention great local dishes ca n't puerto rico sampling mofongo staff polite friendly especially shannon desk, female duty manager not nice minority.a splash pool located roof wine cheese reception held night 6pm, nice touch fast puerto rico american cruise ship itinery swathes trippers mainland soon disturbing peace overall great hotel european style location perfect,  ",4
"new favorite hotel husband 20 yo son just came night stay old san juan hotel el convento september 1-5. new favorite hotel ultimate romantic experience, rooms gorgeous, fifth floor view harbor tile floors comfortable bed amenity, decor spanish style, unlike posted previously rooms immaculately clean, housekeeping staff provided turndown service evening, not just opening bed putting chocolates yummy bose radio set classical music wet towels exchanged new ones bathroom cleaned bathrobe placed bed toiletries replenished bottle water free placed refrigerator, perfection.the entire staff accomodating, special kudos jaime aka james jim doorman think got promotion, congrats, warm friendly remembering names giving excellent recommendations asked questions, men women desk pleasant available share map answer question make arrangements touring rainforest, resident cat available accept head scratching.the wine cheese reception 6 evening lovely event attended twice, large selection wines cheeses crackers fruit available ubiquitous bottled water, purchase personal vice diet coke, candlelit tables inside hostess faciltate.btw location perfect taking foot tour old san juan, forum posting interested summary trip,  ",5
"lacking cleanliness just returned trip old san juan stayed hotel, room comfortable maids not clean room, stayed night occasions housekeeping room supposedly cleaned, occasion husband sat corridor watch maid room taking fresh set towels car standing corridor went room, spent 15 minutes came went room, did not disinfectant glass cleaner clean classes hands, went left room, just taken soiled towels wiped face basin class shelf, not touched tub dirty not know cleaned cups glasses room.i went housekeeping called came examined room sent disinfecting solution clean tub asked better, having complain cleanliness room times not appreciate uniqueness hotel ruined stay, not eat hotel cost outrageous higher hawaii, breakfast eggs toast pieces fruits 30.00, example tasteless appetizers hotel cafÄ fruit cocktails 60.00,  ",2
"better stayed 3 nights honeymoon, hotel great location beautiful building, rely historic hotel designation way hotel expensive rooms management leave lot desired, management not helpful encountered problem room, housekeeping does subpar job n't think clean toilets frequently.we queen deluxe room 300 plus tax smallest queen bed seen husband n't fit bathroom fairly slender people, room told no 75 times model room no idea extremely annoying banging noise coming ac duct happened 30 seconds ac, complained night told no rooms rate check tomorrow, banging continued night complained morning told send engineer look n't fix switch rooms, checked 5pm told engineer sat room 30 minutes heard, manager acted liked making nice attitude, told heard went switch room, course 1 minute room heard, making manager engineer come room heard minute 2. engineer said yeah heard just not today, did n't try fix time, excellent work ethic, did switch room quiet, checkout saw billed rate night complained manager duty lucky, did n't want room free considering aggravation felt little customer coddling order, clearly annoyed bothering completed sentence said 30 rate, wanted, little attitude, line unique building gorgeous patio inside excellent breakfast restaurant complimentary wine/cheese thing lovely management housekeeping use work, certainly not terrible far stellar way expensive considering problems no matter free cheese,  ",3
"enchanted better informed stayed hotel el convento night weekend culebra, did n't reservation thought n't room, friend mentioned hotel, did research, review hotel trip advisor, couple curiosity reviews web page hotel manager writes comment, not normal clear service important hotel, rooms small did n't expect big specially 300 old small luxury building-hotel price paid minute, met jaime door man, talk, celebrity, location great coach guess burberry puma ralph lauren outlets, like puerto rico n't 100 people jumping trying sell like happens islands south spain countries, early evening started walking hotel surprise went little room hotel wine chesse hotel, great romantic view, bottled water self service bar, originally spain decided visit tapas rest salad drinks, say sevilla restaurants beautiful like, heard music coming outside terrace surprise really nice jazz band playing, restaurant did n't know no signage rest inside hotel desk did n't mention, hotel sign patio rest picoteo rest, tables seating terrace enjoying 5 rum flight rum expert, really having good time, hotel hand provide small information recommendation guide mentioning rest concept, unique different charm theme, rum bar called kane caëÙ_a, really good mojito, enjoy rest night enjoy jazz band hotel provided outside terrace incredible art statue, couple wanted stay viewing sports game inside restaurant not night puerto rico, night continue walking old city ended view fort el morro, night light effect fort makes look like floating air, slept like babies night, morning breakfast left, overall hotel beautiful, old couldn__Ç_é_ expect thing like new building hotel, having mind help enjoy hotel structure dÄcor, time visit puerto rico stay hotel night beach hotel, big curiosity rum flight tables having rum bar kane caëÙ_a,  ",3
"beautiful hotel terrible houskeeping, just returned 7 night caribbean cruise decided stay san juan 1 night post cruise, chose el convento based tripadvisor review location old san juan, booked hotel online 220/night twin superior, taxes fees charge shy 300.00, not cheap hotel, called hotel times confirm details reservations requests, requested early check late check roll away bed 3 traveling, got hotel 10:00, hotel beatutiful elegant old world charm spanish colonial times, small hotel homey feel large mansion, ladies office/reception nice, told room not ready occupied need cleaned ready noon, time mentioned request rollaway bed 1st request, told taken care, luggages holding area went courtyard lovely drinks admiring hotel architecture, bartender concierge courtyard restaurant welcoming, went reception 11:00 check room ready not, went lunch came 1:30 able room, room beautiful spacious nice view cobble stoned streets, bathroom clean noticed no extra roll toilet paper 3 room, no rollaway bed, went outside room ask housekeeper saw hallway rollaway bed 2nd time, said let reception know, cousin just realized left bag port, called reception asap lady named christine helped right away called cruiseline port, thought really great, way pick cousin bag walk old san juan stopped reception thank christine mentioned rollaway bed 3rd time, came hotel 6:00 enjoyed complimentary wine cheese hour, went room no roll away bed, rested awhile headed look place eat went reception asked reccommendation, helpful pleasant, mentioned no rollaway bed 4th time, time lady asked want moment, said not really way dinner like placed room, got 9:30 10:00 pm guess, no rollaway bed, annoyed called reception right away 5th time surprised point time no rollaway bed, exhausted day activities just wanted lie, pulled bed covers thing noticed bed sheets did not look fresh clean, grabbed pillow just shocked pillow case stain, mind not supposedly small luxury hotel, called housekeeping lady answered told sheets pillow case, asked come, housekeeper came rollaway thing said not fault not professional thought, showed bed sheets pillow case asked thinks clean, course saw stain pillow no response, lady supervisor came explained cleaned night, course cleaned night previous guests not replaced guests previous guests checked, did apologize thought stupid excuse, left houskeeper came 1 sheet set asked want beds changed, course, housekeeper came extra sheets guy wearing security uniform thought weird, did not stood corner housekeepers changing beds, asked housekeeper bodyguard, did not respond, got morning showered, 3rd person showered bath tub clogged run toilet paper, n't remember called housekeeping clogged tub toilet paper mentioned receptionist way breakfast, nevertherless fixed tub gave 1 extra roll paper placed table instead replacing roll bathroom, know minor claim small luxury hotel small like makes luxury hotel stand miles apart big chain hotels.the hotel beautiful location really great, not quite sure stay, not numerous times requested rollaway bed really importanly stained pillow case used bed sheets, rest staff professional welcoming, housekeeping really needs help,  ",2
"beautiful hotel horrible management brother stayed nights start spring vacation, flew san juan stayed hotel el convento drove rincon spent week, hotel beautiful, maintained comfortable, use wheelchair stayed room 501 accessible room, worked us-it kind crowded bed rollaway beautiful room lovely view bathroom accessible, accessibility iffy rest hotel-if traveling no problem, restaurant navigate steep step, coming hotel steep ramp unable navigate, staff kind helpful jaime nice really customer service issue arose, decided rent beach wheelchair use trip rental company able supply chair, asked hotel el convento willing serve drop-off/pick-up point chair-the company drop chair hotel pick rincon end trip leave hotel rental company pick-up, sent email hotel carlos j. gomez replied no problem receiving wheelchair rental company, guest services staff alerted delivery 4th safely stored need, apply 12th, drop shall stored safely picked, checked sunday april 6 brother asked desk regarding beach wheelchair, told not delivered, thought misunderstanding went desk inquire, told certainty no beach wheelchair delivered hotel, doubtful understood tried explain woman desk stated nothing like know, hugely disappointed sunday did n't contact information rental company, decided try best time circumstances.when returned work monday april 14 contacted rental company expressing disappointment misunderstanding, person helped rental told beach wheelchair delivered hotel april 4. said brand-new chair picked april 12 sand it-so used, paid 395 rental forwarded email hotel attached copy invoice politely clear expected reimburse, sent message thing tuesday morning, not received response friday sent message adding did n't hear file complaint better business bureau puerto rico matter resolved satisfaction not posting experience tripadvisor, finally judith gantenbein contacted apologize inconvenience not having beach wheel chair available, email said reason phone today simply tell did receive previous e-mail working solution come agreement, inquires happened took little longer anticipated, apologize delay, contacting e-mail soon, additional questions not hesitate contact, amazed, really not kind person complains customer service worked customer service rough, truly amazing, waited days sent note say really needed reimburse immediately, finally week initial request carlos gomez responded agreeing reimburse apologizing delay saying really busy knew no excuse, said like lunch time san juan, decided let did finally credit card really angry told delay busy doing jobs-i customer dealing concerns job, no idea happened, n't understand said did n't wheelchair did, used, certain choices vacation idea mind having beach wheelchair, rincon stayed inn ocean beautiful swimming pool, stayed someplace expensive wanted water, particular beach wheelchair rented allows access beach swimming pools, expecting able swim day, instead able swim ocean day visited mar sin barreras facility boqueron beach wheelchairs disabled visitors, entire time puerto rico able look ocean not able walks beach brother not able swim ocean not able swim pool, kind like going mountains ski trip hotel gives skis n't single pair available rental, ski heaven ca n't ski bundle enjoy weather watch everybody, thanks hotel el convento, answered email explained happened refunded promptly given credit caring customers mistakes happen, think trying advantage, n't believe intention answering email n't persisted responded,  ",2
"absolutely charming, co-worker recently spent week el convento loved minute, decor history hotel wonderful minute enter hotel peaceful calming, loved turndown service evening returning room dinner beautiful music, wine cheese evenings nice way relax long day plenty great restaurants walking distance, definitely look forward returning hotel future,  ",5
"great hotel lovely area recently stayed night el convento old san juan, lovely hotel set building long interesting history, lobby area feels like stepped museum important building kind decorated old pieces bring historic nature structure, read reviews staff not responsive guests opposite experience, room n't ready arrived desk helpful stored bags told internet connection library nice area coffee/drinks came shortly tell room ready, pretty bar/lounge courtyard hotel giant tree going way middle courtyard.the pool roof quite small hot tub lounge chairs nice sit look old city, room huge well-stocked bathroom decorated unique manner definitely not usual chain hotel room, negative room queen size bed did n't rooms kings moved leaned bedboard watch tv, hotel located utterly charming san juan small hilly cobblestone streets pretty buildings cafes stores etc. just blocks forts water, definitely stay,  ",5
"beautiful place stay 7 days caribe hilton little item charged addition room rate refreshing change stay days.the old convent tastefully restored 10 years ago need minor renovation did not diminish enjoyment, close shops restaurants simple safe walk old town, nb away no-go areas la perla nearby graveyard frequently cleaned service staff expectation uk-usa electrical transformer loaned no cost daily wine cheese reception comlimentary superb restaurants dished tasty food, dusk 6 7 pm bat aerobatic display interesting entertainment wine cheese reception.there 350 year old tree courtyard roost bats birds.a enjoyable experience,  ",5
"terrible service n't stay, friend decided stay hotel reading review new york times, unfortunately stay turned horrible experience.on day hotel asked desk book tour following evening, assured taken care, morning dropped desk check status tour told not booked report lobby evening tour, came evening told tour booked angry disappointed having plans fall decided try, asked desk book tour day, time tour booked desk quoted wrong price repeatedly, told cost 110 checked twice make sure correct end tour guide told cost tour 110 person, felt disgusted let incompetence hotel desk.in addition went desk make known bad experiences encountered couple hotel lost luggage forgetting room brought, room-by-room search locate luggage, people encountered allocated room allocated, incompetence terribly unseemly hotel positive reviews various places.the final insult asked manager make concerns known manager question treated utmost disrespect brushing comments not taking seriously, response want book hotel conclusion experience hotel el convento complete nightmare writing review warn fellow travelers terrible service hopes not awful experience friend did,  ",1
"happy place just returned friend el convento hard year work, hotel absolutely beautiful liked not chain type hotel, rooms cozy opposed small unique, know arrived late night discovered room bed opposed beds, desk immediately moved new room, loved proximity deep discount shopping dooney bourke coach shops wonderful restaurants blocks, treated mass spanish early sunday morning listen floor veranda weddings watch overlooking atrium runs face place return definately, truly magical experience,  ",5
"best visit just best trip hotel el convento old san juan, fifth stay hotel happy chose return, small boutique hotel, entire staff went way make feel like family, room comfortable great view san juan harbor, included flat screen tv bose radio nightly turndown service.the architecture hotel beautiful soothing day sightseeing, walls convent heard sound night light sleeper, small hotel nice amenities, restaurants, tapas il picoteo excellent tapas, rooftop pool relaxing place cool late afternoon.there complimentary wine reception evening fron 6:00-7:00. offers nice selection wines addition fruit cheese, great way meet guests hear experiences.feliciano doorman started staying, nicest people meet, answer questions old san juan.we looking forward planning trip hotel el convento,  ",5
"old world character/modern comforts el convento ideally located heart old san juan easy walking distance outstanding historic sites shops restaurants cafes, room incredibly clean comfortable plush bedding modern bathroom flat-screen tv, architectural details beautifully preserved walls high ceilings added room authentically historic ambience, design details hotel stunning no question building architectural historical significance, internet access cozy library self-service coffee day daily wine cheese hour helped make guests feel welcome, hotel tapas restaurant el picoteo fabulous, regret meal tapas restaurant, el convento one-of-a-kind gem hotel grateful building meticulously restored hotel managed,  ",5
"slice heaven old san juan just arrived hours ago n't want leave, staff n't nicer tapas restaurant attached hotel fabulous, room roomy bathroom small large french doors looking catherdral ceiling fan flat sceen tv bose cd player, perfect location easy walk el morro sightseeing, gusto mucho,  ",5
"loved el convento el convento exceptional hotel great location absolute center action old san juan, family stayed week loved, room turned big suite right rooftop pool area staircase led patio area serve wine cheese evening, room plasma tv tv living room bose cd/radio really nice quaint period feel, wine cheese cut places serve free, excellent cheese selection surprisingly decent wine rioja 20 bottle retail, courtyard food restaurant good, strongly recommend place, tip n't miss ice-cream ben jerry street hotel, trust best ben jerry,  ",5
"historic charmer like property charming historic unique location place you.upon arriving greeted arnaldo helpful friendly, requested quiet room fifth floor exactly recieved, desk helped directions making dinner reservations.their wines cheeses offered evening free charge, nice small pool hot tub located fourth floor towels robes avaliable.the bathrooms small stocked, hotel old world charm public areas beautiful, beware cruise ships, days cruise ships port makes crowded streets shopping,  ",5
"charming great location enjoyed stay el convento, hotel staff upgraded room suite friendly, bed comfortable slept, hotel walking distance resturants shopping, stayed days cruise rested 7 days island hopping,  ",5
"incredible wife stayed way antigua, staff fantastic rooms brilliant rooftop pool hot tub breath taking, not wait, wish stayed longer,  ",5
"excellent hotel old world charm el convento perfect place wife stay night honeymoon, got good price hotels, arrived early 12pm mentioned desk night honeymoon courteous lovely room 519 floor biggest private terrace hotel, evening returned dinner paseo evening stroll bed large heart-shape rose petals rose middle chocolates card welcoming wishing, walking room bathrooms heading pool discovered ice bucket bottle champagne glasses thoughtful gesture night manager, hotel beautiful charming located middle old san juan adjacent large church beautiful square short walk blue tinted cobblestones havana-like street scenes historic buildings boutique stores, mentioned plan travel day islands culebra vieques collectively known virgin islands__Ç, located 30 miles west virgin island st thomas carlos desk quickly called avis arranged hotel pickup car rental office securing competitive price 58 including tax way rental fajardo, rate slightly lower 60-70 pay travel taxi allowed visit rain forest en route, lastly mention complementary wine cheese evening gave opportunity mingle guests look floor church complementary breakfast, greatly appreciate excellent thoughtful service staff el convento visit truly memorable,  ",5
"definetly not luxury treatment ok start, el convento lovely hotel historic old san juan visual perspective, ideally located walking old san juan close shops restaurants historic sites, nice daily wine cheese tasting nice complimentary continental breakfast morning, unfortunately hotel priding member small luxury hotels world category fails live expectations luxury comes service.we arrived post-cruise package noon told rooms n't quite ready told check hour, hour turned 3 hours rooms not ready 3 pm, rooms large roomy nice-sized bathroom, room wife given malfunctioning air conditioner member party air conditioning not working did not bring concierge attention just tired day took long nap night, did notify desk following morning 8 getting ready day told maintenance check, returned hotel mid-afternoon air conditioning not working, called concierge said speak supervisor quickly right, thirty minutes later called 10 minutes wife gone desk speak air conditioning told assign different room.after 3 different calls let porter know ready luggage taken new room finally situated room temperature control, like minor irritation did n't check originally asked b knew n't working n't going pestered desk staff enough.our check problems biggest problems, checking n't problem catching taxis airport luggage situation, checked hotel noon arranged luggage held claim checks 1 pm transport airport, taxis did n't arrive closer 1:30 got airport did realize missing 2 bags wife belonging sister, sister ride hotel taxi driver pick missing luggage hotel staff told left chair sitting waiting taxis left forgot grab, trying figure bags checked porter staff gave bags left custody, obvious forgot pull loaded taxis regardless excuse offered bags.my best advice looking stay el convento, visually pleasing ideally located want stay old san juan, quality service severly lacking indifferent, sure price better accomodations san juan especially isla verde area, wife return san juan accomodations definetly el convento, hotel booked travel agent acknowledged not strongly familiar san juan accomodations*,  ",2
"best small hotel, wow place pretty charming character, hard places days stay, service great conceirge sp, helpful booking tours, went rafeal rainforest great did n't eat restaurant courtyard rooms lovely, free wine cheese awesome.if want charm history great hotel stay, looking huge pools swim bars slides stay away, best stayed period,  ",5
"service needs major work begin, overrun cruise passengers fully booked nights problems just ended, incomplete list no vouchers provided breakfast pre/post cruise package stated breakfast included failed disclose gratuities breakfast extra, wait table breakfast, incorrectly told charge piscoteo restaurant room account proved embarrassing inconvenient dinner relied info brought nothing dinner room order pay, wake-up scheduled mornings did n't receive wake-up morning promised manual wake second morning, no turn-down service second night requested desk going dinner, idea.nice-looking hotel charming old san juan countless little problems arose just 48 hours, four-star hotel things happen, old san juan sorely needs competitor place category, clearly sold lucrative cruise ship add-on market zoo-like atmosphere creates resulting lapses service,  ",2
