review,rating,sentiment
bavaro princess expect dr staying june nd bavaro princess people traveled western pa sara jeremy weddingour issue punta cana airport closed plane flat tire landed airport traveling hour minites bus resort anxious arrive early start plane ride bus ride arriving check pretty good greeted waitress beverage room ready building room away room musty air freshners brought air conditioning noisy phone worked bring bug spray spray bed girl bite leg mess walk grass building near ocean busy pool small pool near lobby ocean beautiful beach great prepared topless woman beach pool especially kid service pool better bartender slow booked restaurant refrain book restaurant booked elpescador shrimp ccktail shreeded island dressing surf turf disappointing grilled lobster el gaucho great argentina steak wonderful meal buffet near ocean hot dog hamburger french fry hut french fry really good nothing available best trip wedding beach sara jeremy congrats wonderful ceremony great job party mug drink drink colder bartender buck group sick sure stomach bathroom issue drink plenty water agua resort huge tram run pretty regular nice walk far hot evening rain long book trip friend booked outback safari said great speed boat trip good booze cruise said good enjoy ocean beautiful beach wrong great,2,Positive
beautiful beach resort june june resort nice little disappointed lobby exposed concrete little trouble checking lady room trying check adjoining room requested reserved trip agent requested week arrival guess matter told adjoining room available request offering wait check room desk clerk finally agreed arrange adjoining room worth effort persistant later tipped guy troublethe beach pretty use little attention cigarette butt little trash pick sand great rock big wave fight lot chair palm tree needed afternoon shadethe pool area nice really use muchi played vball beach day lot fun disagree staff put team play hour guest wait vacation showing room nice set great prefer ocean view ground nice tram nice touch trouble getting musty smelll suitcase ac work oursthe restaurant fine nothing special asian restaurant good breakfast beach buffet good food plenty variety hungry fresh fruit juice good outside self serve water soda area really nicemost staff really friendly accomidatingit great vacation return punta cana probably resort ok try resort visited cancun mayan riviera nice special return toi great vacation think maybe little rated priced nice nicer place money,3,Positive
good bad resort honeymoon booked honeymoon suite recommend honeymooner way resort near beach street ended switching room closer main pool beach service amazing nice switched room problem food ok bad fantastic ate restaurant seafood la hispaniola best buffet option choose restaurant air conditioned room great spacious ground nice working ground really enjoyed wildlife saw different animal fish goose peacock flamingo parrot woodpecker really nice march restaurant open rebuilding right main pool trying relax pool hear banging construction going tried music playing cover really work entertainment pm pretty resort extremely big require trolley bad want grab bite eat wait trolley annoying reservation la carte restaurant late accept need waiting trolley room make difficultoverall decent trip resort nice return resort dr amazing beach,3,Positive
scared bad review returned bavaro princess cannot believe bad review traveled island carribean second punta cana husband secret excellence bavaro princess beautiful resort employing wonderful people meet person way greet native language spanish people need speak english maybe speak spanish service restaurant little slow reason place island right food bad learned trip carribean cannot eat touch beef island food bad american stomach used stick eat plenty choice saving chair lose clearly state directory saving chair allowed unattended chair left minute taken need police problem finding chair beach pool deck people want prime spot realistic room beautiful larger average love arrangement maid service excellent landscaping excellent think stopped working platinum club definitely worth location room big plus right beach people working plantinum lounge wonderful english good guess tried learn spanish simple thing hello staff really appreciate try willing help learn maybe recieved better treatment showed learning better communicate mean long tired listening spoiled american whine terrible trip world country realistic going beach relaxation experience looking gourmet food true star plenty right new york people speaking english trip secret excellence cost twice resort beautiful food little better definitely bavaro princess question feel free email,5,Positive
unhappy say pay little extra coloinal magestic april disappointed help useless way tnt rep room nice food ok drink watered took min ground nice big people handle forget restarants buffeti island worst morning saved chair people touch stuff rude people police course noone speaks english wedding best itand home nice tan remember pay forcheap better want good aruba bahamas enjoy,2,Positive
bad wife celebrated year anniversay bavaro princess suite resort spent night honeymoon suite complaint accommodation room nice cleanthere good seach buffet good breakfast lunch hghly recommend making reservation restaurant dinner eat buffet enjoy staythis mega resort spread tram place nuisance time mind suite ocean view suite literally mile beachif ugly american remember world country spanish national language patience repeating understood server bartender speak little english rome roman try speak spanish really appreciate effortunfortunately resort allows timeshare representative premise prepared approached daily basis fall free gift offer unless want waste half listening sale pitchremember pay expect best enjoy expect best disappointed,3,Positive
absolutely loved returned week vacation resort reading reveiws know people resort didplatinum club arrival resort taken platinum lounge given cool cloth drink treated friendly manner given beautiful private secluded room far away lounge action given problem travelled girl age platinum lounge fantastic morning coffee continental breakfast fresh squeezed oj snack specialty coffee tea premium brand drink great sit chat meet staff friendly acv rep mylene awesome informative friendly real bonus book acvbooking restraunts better stand line morning service available change reservation easy friendly staffinternet offered free nice able quick email check guest abuse forever think great baby sitting aparatus chat line long period free massage banana boat ride water sport activity chose banana boat person week greatrooms great clean plenty towel changed twice nice shower morning beach beach towel changed towel hut bed great twin bed brought daughter hidea bed couch spend lot room nice kept clean cleaning staff run low hot water showering peak time time think room majority guest showering couple shower home run hot water certainly let ruin vacation cooler shower nice long hot beach reason love resort room suite travelling plenty space privacy bathroom far away sleeping area wake storage closetdrawer space plenty imagine lot stuff woman week big screen tv dvd player nice girl couple night selection dvd available borrow loungefood hear complaint food absolutely none ordered took wrong choice restraunts terrible happened burnt breakfast lunch buffet italian seafood grill hour restraunt bar horrific resort compensted space location restraunts believe italian restraunt operating temporarily great reastraunts know little inconvienient compared past lot choice property thier restraunts adult girl italian mexican restraunt great picked taken right lounge minute ride big deal nice change french restraunt property fabulous choice buffet different great variety downfall ignorance guest definatly resort fault using one hand grab food sticking finger sauce taste absolutely rude understand people common sense manner teach child manner buffet need heap plate food falling waste half cold want eat unsure little afraid change ala cart menue pasta say come entre ask veggie pool spend lot pool quieter main lobby beach cleaned people hard maximo pool bartender great lot stuff pool ignorance guest staff try clean best shower provided wash sand body coming beach pool think applies child entertainment staff try lot action game going people think need save hog chair worst reality going sit chair time minute rule using minute right wish resort able enforce rule try friendlybeach think nicest world beautiful white silky sand pebble shell occupancy plenty chair lot palapa beach ignorance non sharing guest take week worse think towel bed afternoon use courteous time use maybe chair stuff water playing volleyball anyways share chair short actually butt sitting going walk beach going chair needed use itthere market type shopping area way minute walk left resort facing ocean bigger thing trinket lot local art work picture beautiful intimidated willing barter wheel deal really different island great deal respect glass beach chance going break going step hurtin dominican okay topless lot probably anyways couple day big deal seen set beware offensive disneyland thenentertainment lot involved involved daily activity yoga stretching volleyball workout beach dance lesson fun game pool beach nightly entertainment good kid participate lion king production really cute notch broadway show know expect staff lot work effort dancer good negative say kidsfamilies pm little dancing stage young child evryone sat great dancing music show start pretty late especially child spent beach activity think dancing night show disco property preteen older adult hubby younger day maybe wedding nice wedding gazeebo overlooking beach high photo taken guest beach heard wedding coordinator fabulous staff world county spanish speaking country need respect involved sale direct contact guest speak english fairly maid gardener repair people language expect tourist speak english country right main rule treat respect treated staff trying living tip go long way staff friendly helpful bad probably mistreated rude guest remember life choice resort sure hope rebuild beautiful complex lost great definetly highly recommend resort learn little spanish bill look positive thing let little peddy thing ruin vacation flight bus ride weather rudeness guest nothing property smoke use ashtray garbage use trash taken plate food glass glass beach restraunt common sense courtesy get hurt go trolly resort good safe lot corner unless sitting prperly way fall driver good plastic glass provided lobby really drink need glass jsut case ash tray trolly really need smoke hope helpful cannot wait return,5,Positive
believe fun year old european couple seasoned traveller kid chose cruise caribbean week bavaro princess honeymoom cruise lovely shall soon standard adequate honeymoon bewarewe visited punta cana time far worst travel experience lovely garden nature bad service holiday complain thing easy life formal complaint day one complaining imagine actually ran complaint sheet major problem booked honeymoon suite beach gave terrible rundown room building site door big struggle moved day later decent environment new room cm lizard squashed wall bed room maintenance poor ceiling needed painting bathroom rundown furniture scuffed bribe maid dollar order wash floor properly toilet broke twice mini kitchen sink blocked simply star quality problem husband birthday dinned restaurante chopin halfway meal wine hadnt served husband asked waiter didnt reminded whispered waiter ear second guy winked smiled waiter instantly felt mischief watched carefully fetched wine bottle saw remove dirty glass table pile dirty plate glass proceeded wipe clean napkin removed basket used dirty linen restaurant shocked demanded presence director tried intimidate tell noone available end min waite director miraculously available amazing matre changed attitude director arrived director gracious offered treat obviously refused wanted verbal apology prevent sort behavior clientsproblem facial spa twice month home generaly last half hour cost knew expect instead amazed poor quality spa offer paid dollar min facial supposed min include exfoliation run include high frequency treatment machine broken paid beautician wear glove face mask terrible cold coughed alot guess know payment service upfront simply tired dissapointed bother complain poor ripoff service paid left swore husband massage complained lack technique high priceproblem ate buffet felt sick saw guest manner instead using buffet utensil simply grab handfulls food bacon olive lettuce cake carrot bread worst man grabbed pastry plate squeezed opened hand left plate luckily waiter saw removed diry pastry life illmannered english speaking people alien weird look beach lovely garden great surroundings nice clean lot noise load people american swearing loudly mind alot walking great good service personalized touch avoid noisy guest confusion spend hour cue cue transport cue breakfast cue bar came home tired stressed left honeymoon know maby nice low season shall definitely,2,Negative
best favorite second came today april restaurant burned problem different princess hotel eat restaurant food soo good service better restaurant room huge dominican republic best entertainer amazing pool beach pleasure dance talk landscape incredible view breathtaking ocean view balcony ashore satisfied beach clean soon,5,Positive
good bad week princess mar thanks wrote review helpful setting expectationsi simple good beautiful beach seen girlfriend walked hour everyday direction unending powdery palm tree line beach warmest water spashing foot perfect ground lush immaculately kept beautiful variiety foliage lot free ranging bird lik peacock ground little spread took minute walk end beautiful setting shuttle available wantedthe weather degree sunny light moderate wind dialed better room open spacious air conditioned aqnd musty buggy individual veranda awesome eveningplatinum club great helpful staff nice clubhouse worth extra air canada vacation problem smooth operation good flight quick transfer organized bad food better allinclusive get week end lot variety able liking staff happiest crowd language bit problem hot water available peaktimes pm cold felt good hot sunhope help,4,Positive
march great vacation great despite worry resort idea relazing worrying minor thing day left resort major change thing work little tired temp buffet set beach end walking punta cana princess lunch highly recommend want change lunch menugo platinum say platinum juan v know great guy saying told website know reading hey juan thanks presidente took advantage platinum ordered room service time especially breakfast feel getting going breakfast breakfast patio awesomethere huge langauge barrier country notice staff especially friendly spoke good english gal speak spanish extremely helpful highly suggest pick basic spanishfood good complaint warmer foodbeachone word awesome jamaica twice compare really feel walking powder nice walk ocean step soft sand ocean quite bit rougher used riot play definately restaurant bar beach big difference say probably bring young child resort resort area cater alot younger kid good teenage age good littler onesif question feel free email,4,Positive
nice resort traveled resort resort took restaurant barneedless say dramatic affect solution cut remaining restuarants half replacement one burned worked horribly room reservation crowding time screwed awful mainly stuck buffet good stuff rice good beef stew lot pasta ground beautiful kept room nice average clean beach stunning beware child topless resort know traveled yr old uncomfortable explain entertainment ok best sure tip edwin good child life min away good club called mongu wild resort big walking option use tram pretty frequent hold thrown drive crazy overall nice resort try trying new resort visit island,3,Positive
amazing boyfriend bavaro princess march little apprehensive reading bad review posting review tell thinking staying worrythis beautiful loved winding scenic trail property room minute walk beach pool ideal location walk lot tram run minute beach breathtaking weather great food really good especially sakura el gaucho sick ate remember alcohol fruit drink mess stomach food make people sick travel apple vacation definitely recommend going evening beach partyit delicious clean unlike negative review single bug room tip maid bartender great care people said service bad probably tip complain little employee work really hard serve wait little service vacation thingplan ready check minute earlier tell checkout line huge missed transfer airport wonderful ignore bad review plan great trip,5,Positive
loved facility beautiful resort maintained high standard wife march wonderful room immaculately clean sheet changed water pressure little low arrived improved week progressed food buffet beach reception building excelllent chopin restaurant quite good outstanding pasta bar astep lower gaucho steak restaurant cut meat quite american used tothe licey available supposedly good rest restaurant simply awful food italian japanese restaurant unsatisfactoryno bread italian restaurant coffee service slow nonexistent traveled extensively recommend aware restaurant bit dicey great,4,Positive
definitely recommend know bad review march rd wife monthold son absolutely beautiful green staff nice food main buffet ok buffet expect bbq beach excellent breakfast beach main buffet good ate lot different thing felt sickthe room spacious bug room small geiko lizzard point expected harmlessthe beach pool amazing definitely recommend resort anytime,5,Positive
great beautiful beach relaxing atmosphere admit nervous expect arrival bad review read online leaving wanted share great experience people wrong idea begin address review say weakness food roomswe spent night eat buffet dinner la carte reservation normal eating hour nobody party sick chronic stomach problem worried geting sick read review food really good dinner steakhouse italian ate twice place good service fine meal taking hour sat recommend getting pasta italian restaurant restaurant air conditioned ate japanese restaurant twice restaurant air conditioned service great try extra cost place option provided great foodlunch grilled chicken beach great better grill homebreakfast big breakfast eater looked pleanty option stuck toast jam homeroom room fine yes room use touching paint long expecting thread count season atmosphere think upset people mention terrible odor scent room bad essentially impossible scent tropical humid environment allergy problem room lot hot water shower great water pressure believe hate bad water pressure platinum felt need staff attentive complaint service pool nice ground immaculate beach nicest streatch beach nice big sandy beach little seaweedhope helpful definately consider returning suggest great location visit,5,Positive
great resort food terrible resort february rdmarch thought resort great food resort spread room quiet located right tram heard word nicest beach long walk worry stepping bigger grain suger water bug entertainment good use update room washcloth switch work overall satisfied food worst food tried eat raw lobster seafood restaurant orange chefboyrdee sauce speghetti italian restaurant parmesean cheese service specialty restaurant terrible waiter run person complain food beach drink perfect ground perfect maintained punta cana minute opt different resort solely quality food,2,Positive
pittsburgh rd punta cana love area care bavaro february beach beautiful resort trip terrible weather fault bavaro rained day cloudy windy day beautiful sun building smell septic everyday terrible room spaceous need update inch gap door balcony air conditioner noise daynight long good water pressure beg washclothes food great service reservation restaurant terrible bella pasta staff friendly meal need needed drink chopin absolutely terrible drinking beach dinner ready water told waitress wanted water said drinky drinky said waved arm ugly face sound turned left clear plate ok refill water poor service leaving pm checkout noon packed ready thought beach checked husband bud light bought town presidente room housekeeper called bag taken took beer laughed confronted taken gift plus tipped everyday arguing main manager finally reimburrsed husband paid best bartender resort montegro plinno styed iberostar grand bahia principe wonderful experience totally enjoy food grand bahia principe year old resort absolutely beautiful return bavaro princess beach beautiful resort totally bad experience bad turned returning nice able walk town shop lot nice shop plus casino gate resort,2,Positive
wedding paradise friend family loved augustsept spent wonderful day resort carribean best family resort seen great service super room good food great booze clean head worth trip people expectation met case suggest change expectation gabriel wedding coordinator wonderful job likely,5,Positive
okay husband week janst claimed star truly feel read review husband optimistic people grain salt thought matter going best say beach beautiful sand powdery soft loved aspect beach huge said save chair want shade good spot save chair far away miss entertaintment far away drink food big problem annoyingi seriously thought wrong star room make huge difference thought bed yes hard nail wall picture weird maid horrible job cleaning room asked towel sprite bottle broke floor moved coffee table maid clean ended moving table broken glass believe happened cockroach started shower bed walking floor clothes suitcase believe second week annoyed killing bother lol fridge stocked coffee problem day coffee dead roached floor finally desk clean room leave tip gave tip matter towel art favortie mexico creative way turning towel art wellthe food short sick day eat thoes day bored food unreal usually people gain weight vacation actually lost change buffet style week really weird food option say stick omelet pastaswe talked excursion staying baha principe occidential star loved room beautiful pool big accommodiate people resort food different said way yummy understand huge difference met people resort felt way didthere casino bar outside resort local allowed becuase felt heard safeso basically yes everybodys taste different spent good coin felt good experience punta cana definately,2,Positive
great bad food wonderful bavaro princess food nice clean beach beautiful staff friendly speak little english night day perfect lot life bored little bit recommend going excursion offer dolphin swim fun marinarium party boat word advice weak stomach eat day horribly sick throwing diarheaa chillsi medical clinic antibiotic shot able plane home took day feel better advise drinking bottled water ice drink away fruit salad meat boyfriend sick foodmy experience great,4,Positive
platininum boyfriend returned week bavaro princess great let start saying property huge looking small resort book platinum small resort kind feel platinum upgrade included room adjacent ocean platinum lounge step beach private lounge big sceen tv better drink free internet private checkin checkout good feature book entire week choice la carte huge selection able hop princess resort transportation included near main lobby handful time feel small resort meet everybody staying platinum end trip people thought travelling group winnipeg met lucked closest room ocean pleased thing energy efficient resort mean power card key machine wall hassle fridge turn alarm clock worked bring travel size clock care wakeup service sketchy guy rude hang middle speaking bathtub shower updated bath start hot water peak hour water pressurethe beach world walk mile sand powder ocean turquoise fairly wavy time watch kid food good best meal la carte restaurant ate main lobby buffet pleasently suprised selection endless stuck pasta excellent licey free platinum great ambiance food rich told friend sauce helped beacuse enjoyed licey heard asparagus soup excellent el gaucho argentinean steak loved caesar salad amazing steak cooked properly best cut meat ice cream pineapple gelati amazing sombrero mexican punta cana princess favorite recommend going tram come platinum lounge pickup drop right door conveninent limit choice order inclusive il bacio italian punta cana princess good fettucinne pesto sauce excellent petite fondue punta cana princess worst service everybody talked loved looking forward service lacking transportation bavaro princess hour minute came started appetizer rushed enjoy itrio grande tex mex punta cana princess enjoy recommend ordered filet mignon leftover piece meat bacon thrown kind gravy caesar salad ok iceburg lettucewe breakfast handful time enjoyed omlettes huge selection lunch ate mainly beach buffet macprincess burger fry really liked burger sick came prepared food sit stuck room bathroom planning excursion recommened booking dinner evening later usual isla seaona trip said pm pm people denied reservation min late odd beacuse dominican rented driver air conditioned van half brought alot school supply old toy old clothes child pull road distribute thing family gave tour home soo poor recommend hitting dollar store cleaning kid closet similar outback safari payed couple caught show watch magic one looked child bad dance recital conclusion great recommend positive definately weigh negative people soo friendly considering long hour work poor pay necessary learn little bit spanish really appreciate mention little tip hi andrea susan lisa kelly,4,Positive
beauty beast beauty bp jan visiting bavaro area said beautiful hard stretch beach platinum upgrade nice make checking breeze want upgraded beer lounge ask room cooler figure nd understand hiding guest lounge platinum gueststhe food typical inclusivesthe service varied great awful lot rude people world comment let bother killing kindness upset typicalbeast fourth ill felt inside tummy ripping apart lasted day food attributed food reading previous post thought outback safari take ranch lunch ranch sample lot dominican food rep ensured food safe wonder link positive attitude sick paradise home plus vacation came minus pound okay repeat size booked rest ease great experience memory group lot memory restroom question feel free email bajabex sbcglobalnet,3,Positive
away going slander resort punta cana time thought moving star noticed large number people problem severe cramp diarrhea getting worse withen day wife vomiting real sick meet guy state told wife taken resort ambulance sick real problem going resort going die get donewe tried tell resort travel agent care want money email info resort thanks mark medicmark hotmailcom,1,Negative
good resort boyfriend bavaro princess sept thought resort good platinum package thought worth price bad book agent apparently expensive yu book really liked free room service breakfast late sleeper rush restaurant room close beach bonus considering size resort thought room great big fridge liquor dispenser large bathroomssink area maid great better bigger tip restaurant ok cannot really expect allinclusive resort come food licey restaurant included platinum upgrade fabulous caviar steak seafood treated royaltythe seafood restaurant bad restaurant service terrible food sick appetizer lobster hour half waiter ignored sure reataurant lazy maybe slacker reataurant main pool great yes music loud care beach beautiful walk resort drink platinum yes check bracelet sure platinum guestthe staff great going way sure needed staff member english good english better big deal tried book spa appointment girl speak english staff member spoke english spanish called booked pedicure staff casino unbelievably rude think told act quite sure guess management want keeep distance guest avoid getting shopping little strange use harassment experience resort know deal people know scary harmless trying living want cigar cigarette souvenir buy guy gift shop resort fraction priceno vacation perfect jut try relax good,4,Positive
thought great group couple age jan till fabulous food great vacation expect lavish food staff friendly helpful tip buck happy room leaky ceiling ac win couple hour fixed door broke fixed promptly ground clean mainained staff provides activity beach including dancing aerobics water polo banana boat lot scarier look marinarium tour snorkling nurse shark stingray fabulous kind booze cruise outback safari recommend apple vacation helpful definately recommend going platinum package extra person includeds free dinner fancy restarant food great free min massageswhich free cigar room close beach importatnly topshelf boozewhich helped prevent hangoveri drank stolli week banana royales great definately recommend resort warningthere lot french traveler thereand stigma truethey rude people eveyong great nice,4,Positive
recommend returned week princess bavaro disappointing near star accommodation provided sunwing tour sub standard clearly described level accommodationservice platinum better experience able book level huge property beautiful staff clearly unable handle number guest fluent spanish better chance better quicker service medical emergency group fortunately perforated eardrum response request assistance upsetting speak spanish consequence yes different country reference continuously dr charging price substandard service buffet adequate individual restaurant sakura pescadora chopin awful asked assistance casino dealer rolled eye able communicate spanish clearly customer focused guest beach beautiful crowded water rough windy year make clear travelwe island carribbean experience disappointing,1,Positive
tip platinum visitor hard grasping negative review reading speaking people visited enchanted ironic nonplatinum visitor appear criticize agree upgrade platinum visitor good thing say thought boyfriend visited bavaro princess week dec short loved little criticism report resort took platinum package way knowing package felt resort feel personal touch eg personal concierge robe slipper free massage internet diving snorkelling room service wonderful feel royalty definitely recommend upgrade bear mind reading review appeared divided zone junior suite regular complex situated close lobby away beach regular suite divided beautiful little bungalow housing nd floor large terrace platinum suite regular suite closer beach pool closer platinum lounge concierge bar internet station room appeared different suite clean beautiful decorated wellkept problem water pressure air conditionning mentioned service great maid service morning turndown nightthe resort noted quite large result feel crowded despite people saw beach loved lush tropical feel sorry chance discover hidden treasure complaining walk lobby beach trolley approximately minute pick personally loved walk path felt quiet secluded totally safe protected beachnot say beach beautiful sand soft white water gorgeous turquoise colour abundant beach chair palapas available walked lot visit princess hotel situated west felt largest prettiest stretch beach strip admit liked sunbeds punta cana princess available vip platinum princess guest weatherbefore left looked forecast advertising rain week apart occasional tropical rain shower usually lasted minute sun weather hot celsius humid lady bother straightening hair quite pleasant present soft ocean breezeentertainment boyfriend differing view club med resort renowned entertainment felt bavaro entertainment staff poor comparison night agree night better hand quite impressed considering people deal international audience russian french english spanish tourist present little money fact right theater sewing area staff make costume paid little work worked little body crazy heat agreed best entertainment beach party caf del mar decor staff white people dancing away barefoot sand dancefloor bartender poured alcohol foot ocean fantastic excursion chose marinarium taken boat sandbed swim stingray nursesharks overall nice experience lot money pay lot entertainment swim natural pool created sandbeds drink snack provided onboard opportunity explore marine life criticism expecting learn marine creature saw felt staff lacked knowledge area boyfriend scubadiving diving club note platinum package includes free dive certified diver advertised end saving bundle money taking advantage diving average compared caribbean destinationsfood area complain food ate buffet breakfast lunch tried la carte restaurant dinner overall better redeeming quality breakfast main lobby buffet offered variety room foot el gaucho buffet felt adequate breakfast need eg omelet egg bacon toast fruit etc coffee available lunch stuck beach buffet excellent bbq meat plenty dish eg salad fry rice veggie fruit dessert wanted try different restaurant possible brief summary sakura asian restaurant reviewer asian dominican appear mix main meal great asian beef appeared beef bbq lunch fried flamb ice cream quite interesting tasty licey gourmet restaurant available surcharge free platinum package good course meal nicely presented plate felt food combination lacked attention normally gourmet restaurant pay eat felt great effort considering resource restaurant felt decent wine remember champagne included package best drink tip end bottle pescador seafood service horrible waiter ask wanted dish basically threw food table disliked tiny entree consisting calamari shrimp bf stale dessert felt lobster sublime discount couple met loved said treated king reservation go people totally different experience placechopin favorite food excellent buffet tasted fresh meat seafood prepared buffet world seen offer caviar treated royalty rewarded tipping generously unlimited champagne buffet hispaniola okay dominican influenced taste pasta station pasta prepared according liking choose pasta sauce topping finally il baccio italian offresort restaurant access platinum package driven little golf cart driven chose walk romantic stroll beach took minute favorite food delicious plentiful great friendly servicean important note food scared reading review prior leaving sick careful coconut laxative water room drinkable go water shower teethbrushing water restaurant filtered ice cube drank liberally getting sick conclusion reading review considering note experience quite personal getting sick totally ruin view service receive break vacation bavaro gave exactly hoped vacation relaxing beautiful romantic hope revisit soon oh platinum package go saying,5,Positive
great bring immodium general experience overview group total separate room dec great overall beach beautiful staff friendly weather great couple rainy overcast day room ground beach kept clean tidy especially given large complex staff outstanding christmas eve buffet rival better one la vega incredible display nearly food imaginable including eat lobster complaint therethe pool quite nice ended going quiet pool competitive seating blaring dance mix music half afternoon time people dragged screeching brat despite called quiet pool evening entertainment event cute junior high pageant kind way tried hard enthusiastic fun best left kid really drunk negative experience hot water unavailable twice electricity hour complex wide room say hot water mean literally none available gurgling tap run fitness facility gym weight room lacking capacity cardio equipment functioning poor quality condition staff pretty slack opening wait open morning minute late rate food good buffet offered wide variety food appeared good excellent quality la carte restaurant fair good service generally good excellent despite available place choose week growing tired selection suspect unique inclusive experience red white wine incredibly awful suggest avoid completely sparkling wine decent drink bottle mentioned sick food life state traveled hardly inhibited come cuisine local varying degree diarrhea sick day excruciating stomach pain fever nausea stomach sick entire sound stall guest issuesvip opiniondidnt vip service regret spoke people spent extra usd person bottle rum vodka go usd mind bartender container want booze want thing chance eat fancy restaurant week able access vip lounge totally dead nothing perk cigar dirt cheap robe nightly maid service turn bed supposedly beach view far tell really exist room offer special treatment restaurant beach area considering usd per figured buy lot cigar booze thattips advice room away sewage processing area think exactly sure going sure smelled walked drove try room face tram path pretty noisy hollering drunk wake mention go tram get pleasure staring room case sure ask king size bed matter twin sure offer king size bed upper level room try stuck bunch rowdy spaniard fighting dancing flamenco shoe hour morningnight prepared topless beach pool area guess mean bring extra film away altogether depending suit decent sized drink container beach bartender favorite poison need tripsif mobility reduced think struggle likely accommodating place complex huge room step inside outit great single activity infrastructure family want firstbring lot small bill staff work really hard long hour really appreciate small tip likely helped getting good service,3,Positive
great resort november resort beautiful clean huge cart buggy circle resort help going food tasted great choice quite vast ate platinum resteraunt say service slow waiter forgetful portion small appetizer seven small cocktail shrimp japanese resteraunt waited long dessert spoon sized needless say releaved ate buffet main lobby hate food complainer count one sick food pretty sure meat upset stomach lot trip mild fever day beach add beautiful expect beach paradise weather really resort worried noticed supposed rain shower couple shower week lasting minute exception huge storm hit november beginning dark mini hurricane lasted couple hour bringing loudest thounder heard came close beach literally jump foot remember complain write thing let representative view going simply going twice missed moment shut door timehave incredible,5,Positive
wonderful say sure bad review talking read review pretty worried going blown away platuim wait check reservation room great number little musty smelling use groungs pretty sun rise food food different county remember sick little disappointed licey waited minute asked wanted drink service best food great drink watered stuck wine best ate pasta bella restruants filled reserve booked people nice wonderful tip live thankful really good great,4,Positive
great group april great timethe beach great food good overall great downfall opinion resort big prefer resort walk end minute wait trolley,4,Positive
hot hot hot bavaro prince punta canajuly travel husband year old daughterloved staff friendly beach breath taking best dominicanfelt outcast big language barrier entrainment staff spanish speaking lion king great middle summer hot escape room air conditioning shower roomr shall say drizzle excuse shower resort open hot summer month air conditioning restaurant food hot kept warm warm light plate food hot eating sweet coming face glamour air conditioning great public washroom matter big variety food away egg cooked cream cream coffee sick tim horton coffee mango papaya pineapple juicy sweat banana tasty heartburn canada fruit juice worldthe tourist woman family resort okay culture topless string bottom couple single resort advertised family resort parading beach pool consideration childrenthere really year old internet tv j resort winter month cooler lack air conditioning bother kidsanna toronto,3,Positive
eat food benefit lose wieght sick basically advise eat food day husband bathroom admit none mayonasie based item ice meat cooked picky decide ingest floor room room leaking toilet water shower water bathroom called everyday came fix gross stinky day room eitherthe good drink beach trip taken year husband felt dirty met couple quite issue w food including threw cold chill drink alcohol water sick bacteria little cut leg infected couple soar leg nicked shaving infected hiusband going doctor tomorrow stomach problem going st martin,2,Negative
wonderful week go review short version incredible experience room great ground spectacular beach white clean food fresh plentiful relaxing bad trip hearing people complain dumbest stuff embarrassed people think way complain waiting minute tram meter walk take maybe minute people truly missed idea resort disneyland enjoy sun enjoy nature served relax best trip nice walk rainforest past pond filled duck fish flamingo turtle various beautiful bird way dinner tram rider probably know rainforest trail exist vacation away tram slow bit enjoy life resort anytime day sun really helped,5,Positive
awesomeeee vacation start excellent reading previous review knew platinum checkin different location right bat asked ride checked minute spoke good english desk explained good room right loung nice min walk beach pool catch tram walked oncet pretty good walk bring comfortable shoe beach awesome usual brioght early everyday chair palapa saw chair palapas open till crouded alot people early think morning pool gorgeous kept clean occasional leaf tree swim bar awesome ruben man lot rum hmmmmthe poolside activity fun watch participate dragged themfrom hotties room look picture little musty smelling used alot condensation air fan worked fine iy cool shower fine try hot showeri hot little gecko roombut heyyour carribeanbesides harmlessrestaurantshispaniola buffet awesome ate service great food soem food hot good kept steaming hot replanished dissapeared breakfast good omelletes awesomebella pasta probably favorite food good better spaghetti spaghetti chef boyardee meatball good minestrone soup vegatables brrothlicey food great restaurant well air conditioning hot air appetizer salad quite small good heard family sick ate thignand sick sure happenedchopin buffet awesome seafood reservation ate left getting eaten mosquito seen boat areoundwe left soonel gaucho breakfast good fresh fruit different choice lunch buffet good toomore dinner buffet thoughnvery filling foodsbut hey vacation eat eat extrra heard steak amazing filet mignonask menu el pescador lobster awesomeeeeeee shrimp cocktial smaller good service included sakura beautiful restaurant food good mimosa great wonton soup wonton itita broth place soup nothing broth duck awesome friend grouper said yummy mac princess best hamburger long deep fried hot dog different good fyi real ketchup little packet forget bring open took lot romm morning rest trip cannot closed morning egg hem sick stomach ache brought medicine owrl believe toilet usual sick sorry say fyi platinum ask budweiser drink alot tell none warm tell warm cold know want drinking tried getitng need bud tram real busy arounf dinner early wait longggg walk place bad walk depending tram great pushy people fighting seat ta run question feel free email jalenpatrick yahoocomoverall definetely resort,5,Positive
